%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 6
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute attrib_3 numeric
@attribute attrib_4 numeric
@attribute attrib_5 numeric
@attribute attrib_6 numeric
@attribute class {0, 1}
@data
-149.27039,-584.1996,-483.34003,649.57275,-733.8586,-433.11658,0
-381.43365,335.5409,-252.99591,362.98413,285.3463,-306.62024,1
-86.76697,879.322,952.3771,-84.28064,870.44543,-496.131,1
-71.914246,-520.95667,769.80994,312.06372,380.37512,342.53918,1
116.326294,8.145935,370.09387,-478.7838,-494.71503,-37.039185,1
971.6509,900.05457,-297.01923,-307.47144,38.454468,501.6466,1
-713.4125,-501.36523,750.9292,-672.0018,-580.5737,932.1466,0
-272.55206,-632.14087,761.6859,241.71143,-816.4111,394.15564,0
2.9898682,34.953003,-607.28815,-228.19928,-947.97925,6.227112,0
-469.08148,654.3616,529.75244,774.4564,882.04724,-331.23438,1
886.6621,-373.48474,333.42554,-529.56885,-799.3782,-723.9104,1
110.68323,396.91052,-488.99686,624.8871,-219.99042,856.33765,0
-594.151,-47.469055,688.8114,57.673706,-497.19827,-36.581177,1
-779.1881,-777.04974,-549.2008,683.28577,-490.79578,517.40906,0
128.38354,325.15784,581.5548,591.6438,825.7903,-66.15546,1
-697.2719,-149.45013,371.8191,870.0602,937.1821,-652.90686,1
402.8108,-990.27106,-330.43524,544.6116,-730.11365,-89.02771,0
2.614624,-900.43585,441.93066,-859.2634,593.9535,287.3495,1
-314.36792,-545.0315,798.4315,727.01465,790.21655,-409.30005,1
950.2656,656.3815,153.34448,55.35852,249.29175,-832.6819,1
155.96484,-511.93005,-991.77484,-468.41058,-72.25006,919.6754,0
972.907,-969.07983,-158.93573,572.63696,445.08716,-449.38947,1
870.2446,718.95825,17.378235,-395.7561,-185.69855,553.7025,1
-127.41339,-572.26654,304.9762,-956.3598,804.71045,314.1537,1
-491.57983,-724.9867,386.47046,-543.49097,-522.41455,951.35706,0
-961.68494,223.79199,223.74951,381.77063,146.42505,-983.6101,1
749.42224,-448.01453,-167.68512,-369.90082,521.2106,-314.9726,1
-505.78857,403.7107,-839.9525,75.227295,-179.5362,333.33264,0
487.51648,-81.2146,617.82166,-192.67816,490.83386,-633.9524,1
502.49207,-351.10645,-744.62305,85.105225,269.4673,749.18884,1
462.4768,-746.7157,-414.3084,-268.22382,661.5198,82.541504,1
545.2141,-189.72986,199.23083,736.73755,-420.44684,283.95276,1
425.34302,-186.78473,-765.9252,961.9855,-407.32013,438.05396,0
-598.73254,-784.9961,731.0095,463.8379,-255.62836,-676.41174,1
697.85815,-739.2838,-750.0972,326.31006,595.79504,155.99585,1
-884.8175,-334.2472,-205.46857,-295.54675,-492.92755,-410.88635,0
907.5055,661.0122,-879.31744,-519.30945,-753.5492,779.38025,0
921.9037,86.76709,-486.22675,374.69507,-24.806335,939.10706,1
791.395,-34.81653,-161.8789,191.47656,246.04541,-752.71356,1
646.7545,554.3119,394.80945,160.66174,721.056,45.85681,1
261.0774,-136.07642,287.02332,-126.204895,-700.14355,68.93591,1
-80.39325,582.745,-629.0741,-214.6731,-981.419,406.69043,0
963.6406,-319.513,511.62012,-773.01624,-556.7809,954.66675,0
-609.32635,-386.2318,-718.5904,893.9957,-232.1565,792.6732,0
-11.789917,-642.5037,368.90527,254.00732,985.9679,-373.24512,1
-714.8065,901.27466,781.4241,-720.9191,-686.4995,-741.3922,1
149.14221,-598.40784,-128.15417,368.037,-270.78326,-143.74652,1
699.66895,181.3446,694.1035,-239.03552,334.21008,487.58154,1
953.87524,-130.62177,700.5386,716.1487,746.15295,-887.7955,1
60.89966,-683.31976,396.41785,-794.6658,39.74292,840.7849,1
-463.63513,935.1952,474.0133,-662.9614,-867.5929,-500.6669,0
433.97278,219.44238,-696.602,110.28296,918.03735,-619.10516,1
-903.9117,963.38135,445.80786,-2.9523315,-861.21094,624.2423,0
-943.31726,202.25098,408.1654,909.2008,-932.8618,618.1144,0
221.03894,412.1056,347.96985,-423.45587,2.5272217,-26.579956,1
-146.51086,-197.05878,383.807,-407.33087,-332.12793,-688.42566,1
-252.76404,552.8484,929.5624,-686.0284,463.52295,855.48804,1
652.83167,-947.501,755.09155,457.6455,686.30493,-354.8734,1
-628.26935,-742.82605,831.46045,263.70715,-920.91656,-709.80096,1
-510.1809,266.92358,-662.5239,-815.19434,-884.26263,270.38647,0
488.04224,-442.47717,222.42603,-439.80554,-734.9484,744.2676,0
722.0156,742.5951,517.80457,-975.01184,976.1947,-928.78564,1
652.4088,331.32715,-907.8482,-495.34952,493.203,-680.8,1
-280.7506,-778.9459,-984.44653,643.2639,885.0697,-947.35126,1
716.19324,287.83228,-744.83246,101.96887,264.2339,-111.13727,1
609.0718,-337.07428,515.43164,124.23242,-704.2178,-506.3647,1
-25.763794,454.58386,-34.79187,-525.72656,-647.3834,-235.38971,0
967.6987,732.0502,1.5975342,-215.27734,-527.9791,426.72363,0
-319.0968,565.6211,-427.15924,-436.09778,-615.9475,733.37036,0
441.9696,-560.2887,750.7069,770.1577,-76.66321,-380.76978,1
975.0216,-854.0104,-120.14325,712.43066,-941.79315,769.16235,0
-928.93994,635.18005,-244.54254,928.4169,-626.43964,-470.80396,0
-332.72766,-247.86597,63.672363,-731.1404,-638.8967,-452.60944,0
452.61963,852.25415,160.11047,366.7168,-804.20544,-875.2297,1
-83.591736,148.37952,-712.5797,0.5631714,-768.96625,-185.62457,0
-564.27234,-983.93494,336.75684,335.8191,697.6732,-768.9997,1
675.15295,5.364563,857.0233,-804.6512,231.47363,244.35767,1
-139.68439,162.49817,-41.565796,-631.8799,-325.95862,-144.22833,1
950.10693,-609.03064,-962.2804,-215.02203,419.69788,-826.7184,1
-238.63971,361.5758,990.05286,-3.892273,452.1444,875.5051,1
323.323,994.5554,-146.0252,-226.31366,696.29553,-210.64398,1
-655.1184,619.64343,770.4745,126.7312,561.0919,615.6588,1
511.07336,-630.11194,-397.09515,-366.67657,976.66187,281.1637,1
-173.66266,325.29504,-468.71588,-307.94946,835.8373,80.535034,1
-76.55499,-620.96594,-32.813232,-662.7583,-368.55762,-253.62085,1
286.04834,82.15845,-107.90466,762.7007,-73.56799,-758.11914,1
910.0011,-993.63635,-545.3065,111.24475,-112.96954,645.4541,1
868.4971,965.8291,716.84937,-288.7293,-173.49115,-429.94037,1
-543.1698,-880.01263,-246.5863,-580.6459,-980.19934,555.33997,0
576.1725,244.20178,-79.35199,545.8955,21.272644,-443.9768,1
-632.11835,-146.33624,-360.95392,-170.8902,507.83105,-363.48578,1
-980.0409,-710.1041,-790.7643,755.06494,29.109375,-775.7316,1
-581.4392,65.4137,308.98804,-784.42725,-178.54681,-427.7166,1
-213.10095,-209.57208,313.3258,912.8573,-527.7498,-423.58655,1
612.14124,799.7848,440.2644,-734.8511,-760.95905,772.53796,0
572.48145,-573.7644,-952.4552,889.50464,-639.2457,-468.01575,0
-500.3756,-161.09271,880.2689,-570.1915,-32.967896,-645.16174,1
-101.55463,-61.38867,478.84448,795.4061,10.405762,247.45227,1
541.25745,273.19116,-321.97455,359.22742,923.25073,-176.0885,1
98.406006,949.0571,-368.1878,-242.59857,-61.055603,696.52,0
-307.00116,-444.2873,149.99402,402.833,810.17834,-533.65405,1
-697.55493,18.524414,-511.61423,284.32703,196.38025,-915.8963,1
793.79626,725.0448,-151.71375,-974.31744,-440.09692,260.4696,0
-611.8651,-750.5426,-442.94116,324.5746,-116.0296,43.41333,1
-90.37512,389.48816,660.47266,-78.43402,875.0448,-427.89673,1
289.2893,-764.49133,-8.259399,-848.4222,-897.2377,-370.01416,0
557.80493,661.3612,-181.00061,233.66772,-579.9542,65.084595,0
353.25305,133.01062,933.8574,-753.56085,878.4806,690.20374,1
513.21387,334.55737,607.584,234.78113,101.157104,730.9016,1
-732.8252,424.5902,-745.54645,-585.47235,127.49609,456.49854,0
-1.4707642,-708.42554,-196.56244,147.53235,437.0266,38.96216,1
-916.3406,925.42566,940.28125,-229.14014,444.62488,98.75781,1
437.68335,-444.66913,-716.7081,-643.0628,-752.9117,-830.114,0
841.67163,92.86255,345.14795,-91.493774,-701.5886,-153.82129,1
-984.36597,739.02515,-432.9862,-67.38733,-591.4698,-341.41302,0
-32.742798,154.96375,-299.12805,706.2269,-874.16376,383.89075,0
-728.9843,765.4463,-785.808,751.7235,-418.77728,-974.01605,1
-54.041992,220.10156,-690.853,-227.18433,-366.60175,-637.6793,1
-322.9828,31.737183,-958.33215,-656.1526,-101.99176,-475.28247,1
-710.4607,-807.4998,-625.4617,-453.1778,493.68604,922.625,1
47.058716,625.69006,259.0653,51.705444,130.77856,-187.4809,1
543.78564,-644.10693,-272.8022,-911.1274,-950.233,598.5156,0
-538.2025,-735.3412,904.28577,223.34766,424.2992,-856.5294,1
-333.90826,-968.78046,-291.81573,716.70544,-969.8191,-224.91357,0
643.2844,-607.1256,-689.61255,-358.1219,301.58337,-667.0392,1
-453.46497,185.15735,-594.80426,589.6454,912.96545,-569.18646,1
-623.181,937.6637,-2.1564941,-401.27368,-53.21692,-965.48047,1
-522.2876,-833.46783,467.14746,865.22656,729.35156,-152.6659,1
882.12695,301.70605,1.0698853,-538.6052,165.45337,-953.0771,1
908.14404,652.55786,959.10974,-764.209,-777.8126,933.3463,0
-865.7996,-470.66296,-808.1821,-361.61267,43.54944,665.56116,0
-37.93329,24.018188,-653.0509,-880.11127,52.550537,-27.369324,1
-536.1952,-219.94165,-690.4925,543.51416,944.2549,354.74622,1
-735.62463,-42.34027,-651.33105,-387.8214,411.66687,-487.80597,1
586.7583,484.43884,561.479,-609.1903,-908.64044,-424.8731,1
127.04602,369.7672,-311.72003,672.4829,-24.6698,14.743774,1
-427.57782,-502.95837,-701.2843,-877.9929,-588.26624,102.3324,0
858.45557,-121.90283,274.35547,99.09973,905.5945,-504.59854,1
-189.33142,187.96655,-897.3276,-73.289246,920.7733,-637.5831,1
-150.41034,-329.9511,999.2534,583.4303,559.5923,-354.2312,1
-227.08417,729.05225,636.4164,-338.88477,733.5172,-813.3662,1
-828.79254,-926.84766,-783.679,-417.5653,-292.09436,919.16223,0
-713.3446,832.7301,818.37366,-995.6792,-229.53003,952.5182,0
-316.38696,219.6604,-998.78217,-127.621155,394.99963,-290.96558,1
154.21912,-109.017334,-730.4566,411.9989,400.9873,330.21094,1
115.757935,980.23035,-460.17017,461.79004,-908.1989,-901.69464,0
-754.6362,-161.19421,-434.87134,835.3639,628.41016,-207.58942,1
212.97961,812.38806,-590.93335,43.493164,495.58875,690.52856,1
679.5792,131.02979,589.10376,769.11145,969.9656,673.2937,1
-117.24133,-672.333,128.16956,355.04907,-775.065,754.5198,0
-612.145,973.3091,-754.6793,475.1853,920.7754,876.19385,1
285.4541,227.02063,156.98206,693.87427,737.51917,-677.718,1
-795.03534,387.53967,-78.66626,199.93896,-184.85645,-668.2135,1
-977.9432,-212.69263,-496.03696,-602.23004,-933.7892,-24.242615,0
692.1616,818.9208,431.19922,860.4619,9.624695,-2.0217896,1
-36.424377,-697.6477,-719.448,-646.45447,-576.10114,841.1488,0
-873.49854,-193.67395,681.0857,-978.45917,611.19775,569.65186,1
846.75354,790.292,-100.17645,535.8705,370.12024,-219.75165,1
-483.1607,739.6067,-993.39056,-982.067,-539.79675,130.87231,0
528.3855,874.6117,166.19568,-794.55457,-937.37805,926.4181,0
-882.12463,-83.10028,23.38446,-202.67072,-248.47284,-265.88745,1
745.58765,-970.5113,-760.7139,710.03577,134.56409,-441.4298,1
712.4529,991.9668,912.3596,467.58838,-461.15747,330.50793,1
371.95093,-649.244,378.83643,833.8607,-56.843506,-160.3028,1
-81.36316,-533.95337,329.089,627.52673,-584.4494,-397.89197,1
-510.41812,-327.99243,-511.04425,-669.7113,-671.9086,-832.7955,0
951.9353,130.651,-418.83746,-656.24695,-97.61145,-938.46234,1
114.61926,191.0658,778.7593,649.74084,-401.77972,-209.49689,1
-365.6527,-692.8078,-639.40015,106.73645,-504.49945,-713.55676,1
118.88916,-194.76367,342.8092,939.1564,232.49597,947.02124,1
-9.244568,-643.7187,-851.9087,257.5044,940.09644,345.54395,1
782.9404,74.48047,138.59094,-858.6709,736.2816,-949.00146,1
-490.49646,-756.011,423.5459,222.06543,-906.34845,350.06738,0
495.77783,139.83386,-300.4131,-538.1247,-763.2937,-559.8727,0
67.833374,-45.684692,-977.51605,423.85962,728.92725,-371.20245,1
-615.80286,-979.89075,971.3385,598.5488,730.823,843.31177,1
634.178,-773.4339,370.39233,-34.763306,800.92126,-723.0798,1
109.6897,493.11865,894.2134,-57.931274,417.90686,-921.4839,1
158.14014,473.28955,-92.76355,-922.828,-936.81335,768.30066,0
713.47864,238.35706,780.4259,459.58228,252.30444,-477.1233,1
545.312,-201.12372,-218.09735,932.12756,-532.21936,-52.21698,1
220.31335,-923.7086,-855.8164,161.33545,-254.17151,617.9579,0
287.9193,790.8812,-148.57928,-301.8282,519.44165,34.555054,1
729.2355,-14.898132,-557.3356,928.07874,-871.23456,-918.76904,1
-816.399,-804.41974,162.39697,683.1736,-321.589,269.57202,1
924.6056,108.926636,171.8529,-958.81244,246.14563,-409.43542,1
-376.53174,716.2234,-577.8347,-923.90967,-982.34735,-470.5094,0
-666.74646,192.36157,-64.903625,9.430664,21.001099,-508.2908,1
166.90613,986.9037,-515.26,138.07202,639.04614,-393.48798,1
-766.29767,784.17395,463.56726,-774.22644,958.91614,549.47156,1
544.41736,-723.08685,-418.26367,-270.6949,839.4596,917.99255,1
890.98413,-851.1126,116.646484,-385.44574,998.25183,921.4701,1
-158.86652,669.906,-79.001465,-221.77264,-308.56354,161.62646,1
745.65295,-891.8968,-873.42804,-256.1737,-971.99493,-620.9309,0
-587.5579,-660.8492,355.7561,707.9424,-435.44183,871.46497,0
-671.83075,4.121643,-224.47778,879.6127,600.34265,333.2932,1
-930.48413,104.59741,94.706055,-69.628845,162.3722,-43.016235,1
-0.08129883,636.63416,-195.36346,-851.7293,757.42395,444.2235,1
-753.6517,709.4446,878.4971,301.8756,886.105,121.86804,1
-860.3038,-631.0427,-346.7025,-649.8811,-527.7897,-499.41586,0
-778.76465,-806.6577,690.6703,904.7977,-239.79578,-438.86536,1
-900.42914,633.4851,-386.66736,31.931274,-29.469666,-148.07379,1
14.467224,-633.6791,-98.81201,677.5564,-233.91211,524.6658,1
146.62354,786.73645,-343.38104,-822.1435,-843.2438,-40.97473,0
320.32422,701.9861,758.26245,-738.3496,229.2992,-787.81946,1
687.1262,672.5812,555.90234,317.7749,508.0177,598.8052,1
755.297,970.47815,349.271,967.1166,891.6008,-970.87616,1
337.3114,347.92664,-32.52832,-20.945496,-868.0392,918.3092,0
-184.21808,621.1433,544.1261,978.69824,-526.6332,-515.0917,1
-140.04187,-791.6433,-619.344,-777.87225,200.63928,-122.06012,1
237.32849,-698.1817,14.54541,-166.82184,-107.04224,-45.60858,1
-371.4027,221.90955,-737.058,502.25525,-321.8009,657.39294,0
933.845,966.08435,-809.7582,794.0386,-141.40344,-849.56915,1
111.22046,137.3916,340.83447,289.30347,152.60034,-681.5857,1
-631.00525,771.7977,968.1384,-967.19196,-715.4138,-530.1915,1
-117.04797,379.32312,755.4148,-245.68811,661.6942,426.71033,1
73.348145,413.65845,133.28552,-502.83606,907.54175,376.76917,1
882.22156,-125.1828,-182.12427,396.07922,-328.44446,-568.9525,1
-930.3226,659.532,780.2362,4.056946,-410.3636,677.87366,1
-982.444,-721.6073,-735.8568,732.95337,820.04443,380.77905,1
-794.88635,674.69006,-458.781,-558.16833,-905.312,-81.18469,0
812.18494,-31.068298,269.0216,124.45862,-318.8476,33.737793,1
-187.28687,-779.9072,-867.48303,-1.4821167,609.2435,198.30994,1
-458.76923,788.68774,-970.87274,414.354,635.7654,-435.3581,1
-263.6938,-999.7143,-376.95087,-945.8289,-45.356445,-553.8887,1
-728.6626,777.45935,-539.79645,-598.84155,-47.94574,929.85876,0
-448.66772,313.4359,-90.77899,783.34314,297.3806,-348.3318,1
355.1648,-874.2557,478.24,144.14624,383.78027,477.57764,1
800.6914,-279.5083,-852.3065,-390.53082,213.88953,656.88464,1
-736.7427,228.8938,-554.85657,802.255,-12.616577,-386.8545,1
-761.52924,-297.60486,-647.20374,-563.8434,-797.7599,-59.097534,0
-846.6287,69.9884,658.5388,-919.68805,-561.2015,-762.4793,1
-564.2652,213.73547,7.8894043,51.069336,157.02698,-673.225,1
-717.5748,192.36145,251.60815,-578.5686,-101.4798,-727.4937,1
-348.60864,668.18225,-629.9439,-743.701,935.08154,729.35767,1
-741.1857,-756.60144,542.6969,-163.60736,-571.4795,869.62476,0
607.4801,-794.5084,-834.9143,124.82239,938.4591,940.6909,1
212.91016,-520.55676,-264.245,700.25903,107.196045,870.199,1
-267.94812,-908.1712,-425.21234,-684.1562,-372.51843,13.605469,0
-768.8586,717.34595,921.49695,-26.546814,318.60364,-257.58862,1
-455.8584,-205.39062,-188.74829,602.52673,50.444336,-943.7657,1
-145.86646,-998.6085,-434.49445,118.95398,-790.1817,-433.19037,0
-845.8419,650.00745,152.74817,-326.17877,-162.07446,-810.43384,1
81.960815,-274.9521,-906.6805,-510.76114,-984.6708,-325.0619,0
-660.64844,105.73828,83.54443,-132.2044,658.46045,47.130005,1
159.64319,-894.82025,-206.11542,-853.95703,-160.03668,266.46997,1
327.83838,-726.3281,134.98547,-222.91266,868.6775,-489.64542,1
-566.4012,-247.92664,-938.4328,952.96204,571.90735,738.4243,1
-714.0023,966.29004,167.76868,637.78735,-985.1857,375.09656,0
774.8395,-388.17627,983.2633,345.38025,864.9768,-444.24878,1
-447.12134,517.9501,165.42212,71.27661,-46.134705,334.287,1
457.27783,778.338,450.96082,-565.84424,584.3563,275.77307,1
-98.41174,506.37378,-873.4317,-905.7606,661.4374,-961.4018,1
959.5884,-419.59033,-658.5574,-961.0514,752.61743,-190.32666,1
-468.5465,-8.268921,-651.36017,-654.72504,-720.2801,61.48584,0
-73.351074,-54.974182,-146.35498,-125.96686,-137.10492,162.42615,1
-893.91516,80.14331,-711.7124,-802.76,632.80286,346.9137,1
481.65942,321.2682,830.5155,-576.1153,-556.3173,-261.7353,1
-48.70746,-504.61844,263.80078,832.65015,297.90503,-842.4772,1
222.62036,419.87488,816.04065,47.788208,964.78613,831.9884,1
513.1362,406.99194,532.43787,-544.8228,-630.0979,667.95996,0
566.92725,-318.2683,709.44434,-457.83398,566.55237,147.11194,1
-649.78156,15.028809,730.6443,593.47864,-707.1255,-837.4678,1
625.41565,734.26514,-822.61774,-233.72266,674.5659,-909.93756,1
-704.3447,-668.96594,-692.2909,-75.698,556.2184,-701.692,1
492.27234,127.911865,-528.7081,1.3953247,329.5901,185.33618,1
-27.005005,-778.14996,-586.50287,200.005,664.19727,84.23877,1
-270.198,-634.4552,970.8772,-534.48254,-982.4003,-760.2742,1
-413.32812,-902.68976,-281.53802,-288.65656,-413.36456,103.82886,0
-92.87927,-354.06506,636.04395,-154.87708,-72.662476,-145.56616,1
-168.57843,-375.1974,849.23303,249.57153,884.78357,-926.6681,1
-680.57556,-161.96497,598.4243,-167.56024,-107.09961,-457.90625,1
-123.59619,-456.84662,515.63965,-247.38696,-119.78259,-920.59235,1
-530.4429,986.07336,359.9585,-528.8595,796.4407,-948.5818,1
678.6128,25.235474,-14.879944,-271.74377,595.9535,-220.37305,1
536.1841,116.14685,-510.16946,615.3352,911.147,535.40125,1
-633.52057,103.153564,328.03564,143.03503,747.79956,-523.8391,1
882.9524,-726.7908,-677.61743,996.18787,557.2451,-80.298035,1
-891.60016,-578.183,812.4934,748.6565,800.2825,287.4502,1
-319.40198,563.0509,-42.53949,-732.56946,523.84033,236.04297,1
742.2521,26.158936,-30.144592,-211.45734,-974.6759,644.59766,0
-80.95972,507.06946,-149.02887,965.50757,-23.00293,-218.84497,1
490.79163,-985.7817,182.19116,685.25525,-386.83527,28.684204,1
-520.9223,-761.663,-542.7401,572.0309,-970.4656,-254.99048,0
-675.8574,702.7505,-839.4897,655.27454,-816.13684,-757.8401,0
513.3823,-24.33197,-253.75275,805.68506,-209.4107,422.77698,1
-45.567078,453.9884,387.68896,230.80823,534.02747,571.9133,1
154.06433,-191.90063,967.0869,897.6681,543.08105,-716.844,1
-941.0533,501.62732,-507.42075,-610.9894,-872.73865,-46.41931,0
519.1576,105.39429,766.44104,919.21423,714.78784,11.421692,1
-873.00336,991.05994,601.87476,397.18872,-301.8623,-313.89716,1
-867.04224,-159.11346,-306.70782,-768.30896,-486.177,-821.25885,0
312.0476,-986.6581,-16.122253,-421.7138,-611.6604,-627.50366,1
205.21558,-228.81604,233.54346,819.22205,491.8778,410.01123,1
-155.5506,664.32166,-246.60425,-15.872253,69.93701,577.25476,1
731.7771,-237.04681,816.4818,-359.26465,-121.3233,830.6748,1
921.46765,99.81958,49.57019,434.6183,-65.404724,-807.2477,1
-915.67163,-409.789,721.5139,202.79309,298.66602,-831.32477,1
540.125,-815.3037,-71.47919,-460.7118,-961.1588,696.4723,0
-350.50983,-753.749,-512.5963,306.51147,-563.9607,-829.0892,1
474.69922,-351.8968,-769.7353,163.28503,-705.6631,-642.16235,0
-842.41833,222.53674,-712.4208,361.33008,-643.22314,-35.743225,0
-475.4535,659.16016,-115.54883,333.1084,378.44507,-982.12585,1
608.94934,302.59644,783.89294,785.3469,526.4579,649.4226,1
269.25146,426.75842,-487.97467,798.09424,-785.8085,316.88782,0
-839.15967,-797.84406,207.55994,-173.61292,-919.81995,-238.3822,0
-133.06848,804.1433,760.01965,-628.1461,30.065918,-815.20514,1
980.3712,857.4529,-160.18573,-360.07837,606.0,-734.8002,1
-82.15051,943.3773,574.24194,-226.4223,558.9208,35.691772,1
899.2268,321.87378,-323.8368,649.41614,595.88745,-529.8149,1
-910.67914,-203.25305,569.71497,-27.684448,-328.43298,422.7085,1
-276.70166,-923.23627,856.9387,-908.3686,798.261,-333.2978,1
59.225586,-298.38116,801.2937,8.05127,664.4844,-88.8584,1
-744.4503,95.45569,-566.82166,213.85901,-26.243958,-630.827,1
-615.73413,412.21533,566.9691,-78.410645,532.3965,617.3135,1
482.97888,-779.72375,210.69348,-157.97833,-989.0526,845.20984,0
-864.56213,756.2219,-606.0559,770.9756,855.2892,237.56238,1
-41.38037,320.4829,776.5137,-21.971252,1.335022,-925.0807,1
567.0132,-403.89966,-937.3562,-254.62189,415.77844,456.2163,1
-822.8958,294.79077,-639.2799,-288.27692,702.97144,444.50598,1
696.6553,964.4303,-583.59595,108.0564,-663.44165,373.35925,0
-302.6084,265.35547,923.0121,-952.7876,-160.30591,323.77454,1
473.12366,119.55591,784.6554,108.24988,-611.00354,32.651367,1
908.83813,-719.2256,-222.81989,245.33191,887.9983,210.32983,1
194.34534,-167.73303,115.00305,97.52161,-827.23846,-743.58167,1
-333.13184,503.87744,177.98108,973.43555,396.17126,-656.0211,1
12.464294,-533.80005,364.67603,-130.70703,102.704956,-190.32587,1
-457.91956,-794.22205,593.7462,-69.33136,-539.6219,-396.96088,1
723.8036,-645.9077,-655.59705,711.0128,-436.95807,416.70215,0
131.70435,920.8618,874.3773,681.32605,-250.02393,89.96716,1
590.50854,-401.01898,-962.1553,816.6029,-799.79456,343.26526,0
-225.10321,838.0896,198.21362,-819.14496,429.40552,-903.0846,1
-323.03973,-256.112,-562.70624,552.5283,-875.4224,134.47302,0
93.44971,-87.80475,-457.41797,918.51306,-533.4116,112.53699,0
107.88464,-244.513,141.43164,-395.9588,777.6272,-337.21527,1
47.056763,-725.93274,-528.32745,727.64526,147.84082,-810.4448,1
766.4037,-543.2986,353.50806,-751.1449,394.81458,-107.41553,1
647.36523,302.7964,271.7036,129.0,-863.1136,-661.67993,1
249.10791,920.13464,-501.6117,-86.299194,-644.0516,-292.7901,0
-882.3846,-807.4152,887.1775,-425.54962,120.63135,-355.22028,1
381.5564,398.68835,444.49207,764.92883,-736.4891,771.2783,0
-885.2464,5.908386,-276.6526,147.94922,976.94617,531.99084,1
271.43567,-878.3244,-728.27686,367.51782,325.7954,-284.4007,1
-351.52472,-949.97046,178.85059,-842.50867,479.77087,-7.496277,1
-262.05725,-275.80792,-330.92883,-582.44366,-454.4743,-66.077515,0
-463.26068,-52.838013,758.7877,616.31445,824.44495,714.65356,1
-995.2193,-795.5425,375.64062,211.46631,325.95813,970.21606,1
629.86926,989.2894,-207.64288,863.521,711.2339,808.9988,1
780.48413,118.296265,596.44543,860.94116,-594.7057,-147.86957,1
-384.56372,276.84583,140.48132,-486.24066,367.61096,-688.1568,1
-726.3766,-778.12225,-970.6208,-704.22687,516.5585,-209.2492,1
983.69775,-263.83337,-172.30884,552.54956,719.92285,-199.0091,1
301.76025,963.2888,-967.64417,817.448,843.92554,-581.3032,1
688.4409,393.82288,268.85925,-291.69904,-57.34735,-695.4229,1
-548.1428,100.46704,-460.3114,-625.4092,207.80981,178.08057,1
-819.3379,256.65588,685.2075,234.0133,-181.43439,-782.97266,1
-763.8262,-712.526,604.35583,827.0437,-40.142883,596.7882,1
-177.41174,804.52966,-584.66614,-78.88727,-264.39203,156.8977,0
-638.494,-276.95972,-102.11926,248.5669,805.3048,6.0006104,1
207.12695,448.5244,125.83923,-455.17712,-273.49982,-390.4475,1
590.9564,-105.22839,142.12695,788.8524,194.01001,753.8268,1
-387.09277,-659.504,-587.54047,-995.07294,-275.45013,-206.65979,0
226.25232,-920.64813,-722.6056,773.7445,532.7683,-840.631,1
-282.34613,-359.36975,-43.56427,177.72888,164.28491,-528.8715,1
-25.048279,573.5387,-811.2241,568.26355,-729.62415,-671.49677,0
-227.28522,757.82263,262.1848,934.47363,-801.91455,-600.234,1
890.71155,632.6942,-982.19006,-739.76465,893.2156,517.09753,1
-290.86047,173.41895,51.16211,908.44275,130.07202,768.23926,1
-813.8844,783.0531,-520.9486,-556.9728,-957.0228,-20.642456,0
-899.21564,-757.9452,-376.86804,407.39172,-813.9131,-679.0033,0
-983.6091,-449.1239,-818.74927,284.09924,329.44788,-821.569,1
552.49927,-165.96655,-80.10559,-630.0508,443.6797,896.11523,1
-181.33154,716.0963,720.41626,661.7783,-39.862976,-136.63599,1
911.5277,-158.1117,-362.15784,-545.9468,-361.4087,828.68787,0
465.27075,950.0171,-732.8887,-564.1299,-955.1694,-169.05133,0
717.8313,-580.5246,534.5497,-777.5503,-355.69623,78.015015,1
350.83997,136.06982,-487.086,888.4231,356.99573,192.9596,1
-485.87372,-644.8535,60.92578,-45.26526,-311.19324,-967.11975,1
581.9453,799.59863,171.04749,29.164307,-554.7162,658.7274,0
29.0,201.25708,-375.71143,-132.62762,-172.19666,-267.59558,1
674.1399,887.0885,743.76685,805.8292,-712.78796,719.9512,1
-173.4491,-309.53528,-850.94934,-537.4247,-163.83728,710.6633,0
-414.73962,637.20667,974.1658,292.81006,-836.57263,689.10376,0
783.5759,564.97864,150.52686,353.8871,-490.50058,-168.53333,1
525.0973,-524.51697,-707.35693,-347.7467,104.786865,-705.25934,1
710.406,-771.8789,273.7118,230.7583,-614.6587,-674.6068,1
780.38574,741.4038,648.3524,69.934204,125.81763,-23.529053,1
-425.93085,-401.72968,172.6947,-373.63696,-901.5761,-225.61584,0
780.4004,621.1511,383.52966,963.947,506.94556,149.30554,1
-887.4626,203.44922,717.71436,-157.64624,977.228,9.897217,1
802.25964,911.1693,-736.32385,547.44543,-375.78894,521.5514,0
-853.60504,-99.463196,815.6793,-238.79376,-931.0439,-201.17218,0
-923.61993,-822.80444,-580.8495,-702.6239,-750.9814,-947.6296,0
599.33923,636.27295,-383.68884,341.26025,547.7189,-212.89252,1
-398.65704,500.34412,-216.19629,-960.65094,-148.20544,324.57837,0
